userName,score,Date,content
Devi Maya sari,5,12/16/2021 10:29,"Saya kasih bintang 5 , kerja nya sangat bagus ðŸ¥°ðŸ¥° belom ada setengah jam pengaduan listrik nya udh menyala kembalii. Tingakatkan terus PLN MOBILE. Gak buat kecewa lah pokok nyaa ðŸ˜˜ðŸ˜˜"
jodiwindarsah s,5,12/16/2021 9:16,Memudahkan
Sumanti Sweety,5,12/16/2021 8:59,Mudah mengakses tagihan listrik
A 13 BLANK,5,12/16/2021 8:40,Sangat bermanfaat
Roma Meyka,1,12/16/2021 8:30,"Di cimanggis, bojong gede, bogor dati thn 2020 - 2021 tiap minggu listrik selalu mati. Di perumahan Bilabong tidak pernah mati listrik. Tlg pak Erick Thohir diselidiki. Terima kasih. Ngapain saya perbaharui ylasan wong udh mau thn 2022 listrik byarrr pettt mulu ........"
Chenk Kreasi,4,12/16/2021 8:28,Respon perlu di tingkatkan lagi..
YOURIE sutera chanel,1,12/16/2021 8:25,"Aplikasi PLN mobile nya nggak jelas min,, lemah ,lemot, suka nyasar ðŸ™ðŸ™,, diperbaiki lagi dong min"
Indra Wahyudi,3,12/16/2021 8:21,Mohon kepada pihak pln terhadap grup atau regu nya di lapangan agar kiranya bekerja maksimal. Saya melaporkan gangguan listrik padam dirumah dan sama sekali tidak ada tindakan nyata dari pihak regu pln di lapangan akan tetapi status riwayat gangguan di aplikasi sudah menyatakan laporan selesai. Dan kenyataan nya tidak ada sama sekali tindakan untuk perbaikan di tempat saya.
Dodon Uncoy,1,12/16/2021 7:37,Sdh 3 hari mengadukan keluhan..tak ada respon sama sekali dari pihak pln..app ini sangat mengecewakan
RUDIANTO Rudi,3,12/16/2021 7:04,Lampu sering mati tapi bayaran lampu malah tambah mahal
Mulyadi Ketaon,5,12/16/2021 6:41,Alhamdulillah... dengan menggunakan PLN Mobile masalah listrik semua dapat teratasi dgn mudah..
Basuki R Official,5,12/16/2021 5:12,"Bagus, waduh sy nyari mrnu untuk menambahkan no. Rekning tetsngga je dalm aplikasi, biar tidak selalu mengetik, ko jadi begooo y, g nemu, kemsna mrnunya, Aplikasi mskin kesini malahan tambsh lemot, padahal banyak rekning yang hafus di cetak"
Julian Jeane,4,12/16/2021 2:54,halooo min tlg donk kalau pemadaman listrik wilayah Bogor khususnya perum grand riscond Padjajaran jl kemuning mohon jangan bolak balik mati nyala donk min. bayangin aja jikalau dalam sejam 3 sampai 4 kali mati nyala gimana dengan elektronik kita? kalau rusak apa mau diganti????? maaf ya jikalau saya sampaikan seperti ini. karena hal ini terjadi bukan sekali atau dua kali. terima kasih.
Anggit Julian,1,12/16/2021 2:15,"Layanan di aplikasi bagus sih,tp layanan di wilayah yg mati lampu petugasnya lelet, daerah saya di jawa tengah kabupaten magelang kecamatan mungkid kelurahan bumirejo."
Faeyza Imawan,1,12/16/2021 0:55,"Aplikasi,pelayanan,tlfn saya kasih BINTANG 5, tpi knp sy klick 1, (SETIAP PEMADAMAN LISTRIK DIBEKASI KOTA sering malam hari bhkan tengah mlm dimana sedang pada istirahat, sangat riskan untuk kejahatan yg tdk ada penjaga lingkungan dimlm hari,lebih baik siang atau sore hari klo pemadaman!!!"
Jeanny 'uchan' Wulandari,4,12/16/2021 0:29,Baru download gara gara dapet dari sms katanya dapet hadiah eh taunya S&K berlaku ya ðŸ˜…ðŸ˜‚ kuy kuy masukin kodenya XKUTLX
Rijal Syaputra,5,12/15/2021 23:12,Sangat membantu
aceng smpll,1,12/15/2021 22:32,Sayangnya pas saya pengaduan di tempat saya ada ada tiang listrik yang miring mau rubuh tempat dimana penyambungan kabel ke rumah rumah terus ada kabel yang putus juga sama kalo hujan suka ada Krenyed kerenyed pas pengaduannya iya sedang di peroses sedang di jalan terus sedang di kerjakan sampe selesai ehh di lokasinya mah GK ada siapa siapa GK ada pihak PLN yang surpey yang membenarkan
Net. Bro,4,12/15/2021 21:59,"Masih agak ribet dan kurang lengkap, tolong tambah historis pembayaran & pengisin token bbrp bulan terakhir, untuk pelanggan pascabayar tolong tmbahkan detail pembayaran tagihan, seperti tanggal pelunasan."
Noch Hati,5,12/15/2021 21:45,Sukses selalu untuk PLN
Ade Putra,1,12/15/2021 21:32,"Kecewa,saya isi melalui aplikasi link aja,sudah terkonfirmasi lunas,tapi id strom kosong,sangat di sesal kan!!!!"
aan zahly,1,12/15/2021 21:21,"gagal iai token terus, sudah menghubungi call center, tp di lempar ke petugas PLN terdekat, disuruh nunggu, gak tau sampai kapan, keburu tokennya habis, listriknya mati"
Muhammad Hasan,1,12/15/2021 20:54,"Aplikasi payah sekali, saya beli token listrik bayar pake linkaja, pembayaran sudah berhasil tapi dinyatakan gagal di aplikasi ini. Sudah saya laporkan tapi harus nunggu min 24 jam. Sangat buruk sekali. Bagaimana kalo yg beli listrik dirumahnya sudah bener2 habis dan mati, apa harus nunggu selama itu, dan belum pasti juga? Benar2 pelayanan yg buruk."
erwin uhui,5,12/15/2021 20:44,Mantab dan bermanfaat
Risma Wati,1,12/15/2021 20:35,"Adminnya no respon, jawaban cs gajelas, mau nanyaÂ² susah!"
edin mahyudin,5,12/15/2021 20:32,Layanan semakin baik pelanggan makin senang ðŸ‘
Frans Wijaya,5,12/15/2021 20:31,"Walau saat ini hanya dipakai untuk komplain layanannya bagus dan gercep kalau dirasa lama komplain lagi langsung petugas beraksi,sangat berguna dan membantu sekali."
ReFy NuKuhehe,5,12/15/2021 20:29,Memudahkan transaksi
Erni 0908,1,12/15/2021 20:28,terimakasih gerakan PLN sangat membatu penerangan mantap
mardi Su,4,12/15/2021 20:27,"Aplikasi nya bagus, memudahkan sy untuk mengecek tagihan listrik, tapi sering tidak akurat, jadi tolong di perbaiki lagi, terimakasih"
Arnis Ursula,1,12/15/2021 20:15,"percuma ada menu pengaduan, katanya petugas mau datang, tapi di tunggu ga datang2 .. udah nelp juga di layanan 123 ga di respon juga soal gangguannya bahkan ga adq petugas yg nelpon balik ataupun datang .."
Boy Mandala,5,12/15/2021 20:10,aplikasi ini sangat membantu ...trima kasih untuk PLN karna keluhan saya dapat direspon dengan cepat .
Robiatul Al Adawiyah,5,12/15/2021 20:04,"Terpaksa unduh app ini soalnya nelfon call center lama bgt responnya malah bikin pulsa abis, bapakku sampe marahÂ²ðŸ˜£ðŸ˜£ðŸ˜£ðŸ˜£ðŸ˜£ Lansung instal app ini, ngajuin pengaduan, diproses, selesaii dah masalahnya. Terimakasiih yaa, semoga selalu konsisten pelayanannyaðŸ™ðŸ™ðŸ™"
Adrin Ayah,5,12/15/2021 20:00,"Pelayanannya sangat bagus,responnya juga cepat,dan ramah"
Azhar Har,5,12/15/2021 19:50,Sangat menguntungkan
Cak Ayem,4,12/15/2021 19:22,Bagus dan bermanfaat Cuma untuk top up jangan di Bank saja. ditambah yg lain dong
Kamaria Ria,5,12/15/2021 18:51,Sangat membantu
Darta Bombi,5,12/15/2021 18:48,Aplikasi yang amat sangat bagus bermanfaat
Wawan Yulianto,5,12/15/2021 17:55,Semoga membantu
imam saeroji,5,12/15/2021 17:53,Saya udah daftar dapat ga nih internet gratis nya?
Taswin Mardisun,5,12/15/2021 17:44,Sangat membantu untuk menyiapkan tagihan yg akan dibayar & kontrol kesesuaian pemakaian
Ria Yuli Hartanti,5,12/15/2021 17:32,Fitur2 paling sering kupake ada semua. Keluhan pelanggan nih paling penting. Moga antara keluhan diisi ke penyelesaiannya ga lama ya. Krn lumayan males kalo mati listrik kelamaan
Mozes Simatupang,5,12/15/2021 17:05,Terimakasih atas pelayanannya.. Smoga semakin maju dan menerangi seluruh negri yang kita cintai ini..
zidan ilmi,4,12/15/2021 17:05,Hp tambah fitur chat/W.A Sbb pengaduan lewat fitur yang ada tidak di tanggap/tdk interaksi. Lwt 123. Kadang2 sulit nyambung
Harry Wijaya,5,12/15/2021 16:51,Sangat membantu.. ke depan lebih baik
Vivo Y65,5,12/15/2021 16:48,Pln mobile terbaik
Jamil,5,12/15/2021 16:45,Bisa isi token juga
Yumas Gamuda,4,12/15/2021 16:31,Sangat bermanfaat
Yuslina Matang,5,12/15/2021 16:26,PLN mobile terbaik
saiful amri,4,12/15/2021 16:24,Sangat membantu.....
Asyifa Maulani,5,12/15/2021 15:59,Sangat gambang mengakses aplikasi dan cek tagihan tiap bulan
Nasrodi Tambal Ban Motor,5,12/15/2021 15:40,Mantap dan sangat membantu tracking pembayaran bulanan.
Syarif Ahmad Sakinah (Syaki),1,12/15/2021 14:44,Terlalu Mahal untuk aplikasi resmi PLN ! Biaya layanan/mark up nya kok sampai 1750 Mending beli via multi chip mark up nya hanya 150 perak
Aula Fitriadi,5,12/15/2021 14:43,Sangat bermanfaat
Iksan Chandra,5,12/15/2021 14:36,Mempermudah infodan komunikasi dg PLN
zikraulhusna 2001,5,12/15/2021 14:29,Pln mobile mudah
EVIL â€¢ Abaxx,5,12/15/2021 14:25,Pln mobil top
Eka Ayam,5,12/15/2021 14:15,Saya suka dengan aplikasi ini sangat membantu saya jika sedang sibuk
Ajat Harsus,5,12/15/2021 14:10,Muantep....semoga tambah jaya wat PLN
Rani Handayani surani,5,12/15/2021 13:53,Mudah dan cepat
Handry Hansen,5,12/15/2021 13:52,pertama agak ribet maklum saya gaptek.. tp respon petugas yg ada .. keren banget dan sangat membantu.. aplikasi nya menolong banget untuk saat pandemi seperti ini..
lana mebel,5,12/15/2021 13:42,Bagus. Tidak usah di cek tagihan sudah tampil... Dan bayar tagihan lebih murah
Mochammad Taufiq,5,12/15/2021 13:42,"Pelayanan PLN cukup baik ,sangat cepat dan rama tama dll"
Yusra Wati,5,12/15/2021 13:24,Trimakasih apklsinya..
wiwin pujiningsih,5,12/15/2021 13:07,Pln mobile terbaik
Taimah Taimah,5,12/15/2021 13:01,Respon cepat terima kasih PLN
Mia Arlina,4,12/15/2021 12:49,"Buat pengaduan pagi sekitar jam 8, status menunggu petugas datang, di tunggu smp malam tdk ada petugas datang, setelah di cek jam 9 malam, status pengaduan berubah slesaii,,, selesainya di manaa...ðŸ‘Ž"
komarudin bocah sabar,1,12/15/2021 12:43,lama juga ya di tanggapin.pengaduan/telp sampai habis pulsa kok gak datang2
slametr lampung,5,12/15/2021 12:42,Menjadikan lebih mudah
Lisma Lisma,5,12/15/2021 12:37,Pln mobile terbaik
Muhammad Taufiq,5,12/15/2021 12:25,Sangat bermanfaat
Binti Markoneng,2,12/15/2021 12:16,Keren tiap bulan upgrade trs
Muhammad Yuki,5,12/15/2021 11:58,PLN mobile terbaik
Ismail Spd,5,12/15/2021 11:40,Terimakasih pln mobil memudahkan kami ber transaksi
Ri Na,5,12/15/2021 11:29,PLN mobile terbaik
Budi Prasetyo Widodo,3,12/15/2021 11:29,Mohon diperbaiki kecepatan respon agar pelanggan gak kecewa. Kemudahan komunikasi juga harus diperhatikan.
Ummi Rosdiana,5,12/15/2021 10:49,Pln mobile terbaik
Mursal Leo,5,12/15/2021 10:47,Pln mobile mudah
Yohanes Arvin,5,12/15/2021 10:43,Sangat membantu
Muhamad syafri,5,12/15/2021 10:38,Sangat membantu
Fitri Usman,5,12/15/2021 10:08,PLN mobile mudah
Marlin Mangngi,5,12/15/2021 10:06,Suka peLayanannya. Juga memudahkan masyarakat terutama pengaduan. Coba ad fitur top up nya lbih bgus. Biar bsa ngisi saldo skalian d apkNya. Dan beli lngnsung bayar pakai aplikasi.... Senang pokoknya
Hinceria Sinaga,5,12/15/2021 10:05,aplikasiny sangat mudah diakses untuk gen milenial dan tidak terlalu ribet. pelayanannya juga bagus ðŸ‘ terimakasih PLN
MOlita Amelia,5,12/15/2021 10:03,Sangat berguna
Jalal Udin,5,12/15/2021 10:00,Wah aplikasi nya bagus sangat membantu..
Miners,4,12/15/2021 10:00,"Aplikasi berjalan dengan baik, hanya saja penanganan dari petugas lapangan sangat sangat lambat."
Anong Sumantri,3,12/15/2021 9:34,Susah utk download aplikasi terlalu ribet
Anggita maharen24,1,12/15/2021 9:31,"Dari tgl 2 des membuat 2x pengaduan lewat aplikasi pln mobile masalah kabel menjuntai antar rumah sampai ke tanah yg membahayakan warga sekitar tidak ada teknisi datang kerumah tapi diketerangan pengaduan sudah terselesaikan, terus tgl 10 des pengaduan lagi lewat telpon sampai 6x juga tidak ada teknisi datang kerumah, padahal sudah ada teknisi yg tlp tanya alamat lengkapnya tapi ditungguin sampai 3hari juga tidak datangÂ². Bagaimana? Tolong ya diperbaiki sistemnya karena sangat mengecewakan"
agus eko prasetyo,5,12/15/2021 9:19,Semua yang berhubungan dengan PLN terasa teramat sangat lebih mudah dengan PLN Mobile
Fitriyah Fitri,5,12/15/2021 8:57,penanganan sangat paik dan ceppat trimakasi bpk pln
Art nine4,5,12/15/2021 8:41,"Bagus, cuma kurang layanan tanya jawab atau chat"
Antodewa kpc,5,12/15/2021 8:28,Sangat membantu
Udi Santo,1,12/15/2021 8:17,"Ini aplikasi penipu,2 kali mengajuakn keluhan dgn 2 tempat yg beebeda,tidak ada 1 petugapun yang datang atau menghubungi,,tau tau status keluhan sudah selesai,, Apanya yg selesai hai PLN,,jangan ngacau,,ini membayakan,,banyak kabel yg kebakar/meleleh akibat kebanyakan beban dari jalur ke rumah pelanggan,, Jangan nipu org pake aplikasi yg amburadul giniiio,woi PLN!!!!"
Komang Agus Alit,5,12/15/2021 8:02,sangat bermanfaat
Simoen Dj,5,12/15/2021 7:14,Sudah bagus dan tingkatkan lagi
Project R-10,1,12/15/2021 6:22,"Nunggu live chatt nya lama, isi token malah gk bisa di masukin. Ganti rate klo udah bener ni app."
Sudirman Nuryadi,5,12/15/2021 5:55,Pelayanannya super cepat Mantap
Nanank Hidayat,5,12/15/2021 4:02,"Mantaaapppp, lebih praktis"
Habib Cr0,5,12/15/2021 2:31,"Aplikasi yang sangat mendukung,sukses selalu untuk pln"
muhammad solikuddin,1,12/15/2021 2:13,Sementara tak kasih bintang satu sampai bisa cetak struk dan adminnya bisa di custom
sasha Rafif,5,12/15/2021 1:08,"Hai PLN, buat yg punya ide aplikasi ini harus naik gaji nih! Bener2 top banget. Apalagi buat di daerah. Dl aku tim klo mati lampu langsung telp kantor tp lama bgt pengerjaannya / g diangkat. Bahkan sering setengah harian mati ðŸ˜­. Sekarang tinggal laporan max sejam tertangani. Jarang bgt mati lampu sejak install. Pdhl lagi cuaca extrem gini biasanya pasrah pasti mati semalaman, dah siap kipas & lampu emergency. Jgn lupa kode voucher : OKPFZJ buat yg mau install ðŸ˜"
Ade Meonk,5,12/15/2021 1:06,"Aplikasi sangat membantu ketika mau melakukan penyambungan baru, mudah dan praktis tanpa melalui calo. Mantappp pokoknyaðŸ˜ðŸ˜"
Arkhan BMC,5,12/15/2021 0:35,"Jauh lebih fresh, dan all out sekali untuk tampilannya. Pelayanannya juga cepat, ini baru BUMN. Salut buat team Developer pengembangan sistem dan App nya. Makasih banyak, dan sehat selalu."
Necho Lensa,1,12/15/2021 0:24,"Pertama bisa untuk pengaduan respon cepat,selanjutnya penanganan tidak jelas,gagal isi token,status di apk sdh ditangani tapi tidak ada tindakan"
Giri Adias,1,12/14/2021 23:31,"kirain dengan aplikasi , pelayanannyabertambah cepat ? malah samaaja. lambat."
Muhammad Zainal hakim,5,12/14/2021 22:55,Sangat membatu..
Jariyat,1,12/14/2021 22:42,Awal download aplikasi tindakan pln sangat di luar dugaan.... Sangat cepat tanggap & sigap..... Lama kelamaan berubah..... Secara playanan ptugas operator cukup bagus... Tapi untuk playanan petugas lapangan'a mohon untuk di tingkatkan....
listyawan sarbini,4,12/14/2021 22:34,Dengan PLNmobile bisa tau informasi tentang PLN lebih mudah
Muh Irfan,5,12/14/2021 22:29,Aplikasi bagus..beli token di sini murah dan cepat...ðŸ‘
Mimin Kormen,5,12/14/2021 22:22,Terimakasih pln mobile
Robi V. Indrowibowo,5,12/14/2021 22:21,"PLN Mobile, efektif mendekatkan Pelanggan dan sangat effisien ðŸ‘ðŸ‘ðŸ‘"
Supri Yanto,5,12/14/2021 22:12,Sangat membantu tanpa takut tipu-tipu
Blion euy,5,12/14/2021 22:01,Sangat membantu
peyok nesta,5,12/14/2021 21:52,"Sangat mudah dan gak ribet..gak perlu nunggu petugas ,,dipandu via WA Josssa....ðŸ‘ðŸ‘ðŸ‘ðŸ‘"
Wahyuni Yuni,4,12/14/2021 21:51,Sangat membantu
Aris Man,1,12/14/2021 21:09,Kelamaan balas ny Enak langsung telp
Suber Riyadi,5,12/14/2021 21:01,Sangat membantu
Abdul Rani,5,12/14/2021 20:09,Sangat membantu dan memuaskan
yulian susanto,1,12/14/2021 19:51,"Tolong respon cs di wa lambat,hampir 1 jam tidak ada balsannya"
Zaky Video,5,12/14/2021 19:50,Aplikasi yang menarik dan bantu pelanggan. Terimakasih
joko aryanto,1,12/14/2021 19:47,Saya kecewa sama aplikasi ini karena petugas pln nya tidak datang datang tetapi setatus dari mulai lapor>penugasan regu>dalam perjalan>dalam pengerjaan>nyala semua bisa di buat oleh petugas pln sehingga konsumen kegelapan samapai 1 hari ingin petugas via manual dimana meminta tip jasa.. mohon pengembang mematikan vitur di petugas harua basis lokasi sehingga lebih real dan foto nya harus yang sama atau konsumen yang foto jika sudah setatus nyala
Muksal Mina,5,12/14/2021 19:45,Mantap PLN mobile sangat mudah
Saprul Redmi,3,12/14/2021 19:38,Kalo pasang baru untuk meteran masih bisa?
Dafa Agustyno,5,12/14/2021 19:14,Pengaduan ganguan selama ini tertangani dengan baik berkat aplikasi ini...
Shanty 401,5,12/14/2021 19:10,Mantaps ngajuin pengaduan sore gak lama langsung datang petugasnyaaa
Endang Afori,5,12/14/2021 19:01,Respon Cepat dari PLN...
Tri setyo Safaah,5,12/14/2021 18:53,Ini saya beli token kok gk bisa dimasukan gimana ya
Recky PF Losuh,4,12/14/2021 18:51,Aq beri 4 bintang dulu klu bagus nanti Bru aq lengkapi jd 5 bintang...ðŸ™ðŸ™ðŸ™
Corry Tjiptokarsono,1,12/14/2021 18:34,Knapa saya install tertunda terus ya??? Puter2 terus...
joni hartawanakbar,2,12/14/2021 18:32,Mohon tambahkan CS biar nomor antrian cepat dilayani dan biar permasalahan cepat teratasi terimakasih
Basrial Yan,4,12/14/2021 18:17,Cepat tanggab laporan gangguan trmh ksh Pln
Mamo soudjah,1,12/14/2021 18:15,Verifikasi pake foto selfi sama ktp.. Ngeri data bisa di manipulasi buat pinjaman online... Pln kok segitunya Kan waktu daftar pasang kwh meter sudah diverivikasi lewat ktp
Kojeck Doank,5,12/14/2021 17:44,Sangat membantu
Hassan Busjori,5,12/14/2021 17:05,Sangat puas pelayanannya
Intan Yulia,4,12/14/2021 17:00,Mohon kerjasamanya apabila terjadi pedam lagi...mohon lebih tanggap dan lebih cepat penangananya.
Dean,1,12/14/2021 16:59,"Sekarang mangajukan pengaduan bayar, HAHAH Bangke"
cut Saradila,5,12/14/2021 16:53,PLN mobile terbaik
Cici Mau,5,12/14/2021 16:49,sangat membantu
Ibk bet Ibk bet,5,12/14/2021 16:46,PLN mobile terbaik
Heru Chriswanto,5,12/14/2021 16:40,Pengaduan langsung ditangani kurang lebih 1 jam hanya via online. Mantappp PLN ðŸ‘
Joko Sampurno,5,12/14/2021 16:35,pada saat beli token di toko online mau masukin nomor token tdk bisa gagal terus jd km komplin dan disampaikan untuk hubungi PLN mobile setelah install km sampaikan keluhan km beberapa jam kemudian ada petugas yg menelpon dan diarahkan untuk mengikuti petunjuk tp tdk bisa juga kemudian sekitar jam satu malam dtg petugas PLN km kaget koq sdh malam kasihan hujan LG setelah direset masukkan no token yg dibeli pulsa masuk terima kasih untuk PLN terutama petugas yg hubungi km dan yg datang ke rumah
marisa Aisyah,5,12/14/2021 16:16,Aplikasi sangat bermanfaat
joe azka,5,12/14/2021 16:13,"Saya membeli token 100rb via bca mbangking, keterangan nya sudah berhasil di mbanking dan notif pembelian berhasil juga sudah masuk di PLN mobile. Tp sementara nomor strom token yg awalnya muncul malah hilang. Tolong di bantu, karna ini bs berpengaruh dengan kepercayaan konsumen"
asep scancausalbdg,5,12/14/2021 16:13,sangat membantu ðŸ™
Shobat Medicare,1,12/14/2021 15:54,Laporan terkait gangguan pengusian token tidak bisa. Pada histori pelaporan gangguan statusnya selesai padahal belum ada penanganan dari petugas. PLN kalau bikin status laporan jangan asal dong blm ada penanganan asal klik selesai. Kecewa sama pelayanan Pln
rangga aditama,5,12/14/2021 15:51,Ok makasih infonya
Zikra Ulfia,5,12/14/2021 15:44,PLN mobile terbaik
Sam Sung,5,12/14/2021 15:39,Sangat membantu
Wardani Spd,5,12/14/2021 15:30,PLN mobile terbaik
Mustali Mtg,5,12/14/2021 15:28,PLN mobile terbaik
Salsabila Anjani,5,12/14/2021 15:27,PLN tetap jaya
F Br hombing,1,12/14/2021 15:25,"Sangat sulit buat pengaduan pakai aplikasi ini, dari pagi sampai sekarang buat pengaduan gagal gagal terus. Mohon lebih dioptimalkan lagi"
Nur Halizah,5,12/14/2021 15:20,pln mobile mantap
Aton toon,5,12/14/2021 15:11,PLN mobile terbaik
muhadjir sjatibi,5,12/14/2021 14:43,sangat membantu
Erwin S Harahap,5,12/14/2021 14:42,Semoga PLN Mobile mudah untuk menggunakan
Syarif Mamang,5,12/14/2021 14:41,Sangat membantu
Defan Agataalfarizi,5,12/14/2021 14:35,Sangat membantu
Sunu Andaka,5,12/14/2021 14:35,"sementara ini bintang lima..., permasalahan kwh meter saya sudah direspon walaupun akhirnya lewat telephone ke 123 ðŸ™‚"
Fachriza,5,12/14/2021 14:17,"Dengan catat mandiri meteran, semakin memudahkan dalam bertransaksi"
Renny Ady,4,12/14/2021 14:15,Ayo pln sering2 kasik hadiah buat pelanggan
Rusli S,5,12/14/2021 14:13,sangat memuaskan pln mobile
Ainun Naim,1,12/14/2021 14:09,Gak bisa masuk
Widyoko Nugroho Sip,5,12/14/2021 14:08,Joss gandos Layak direferensikan Ke teman saudara dan tetangga
Mul Yanto,5,12/14/2021 14:07,Memudahkan dan mengingat juga bagi saya pengguna PLN (prabayar dan pascabayar).
Mochamad Arifin,5,12/14/2021 13:56,Mantap.....respon cepat dan sangat membantu.
Siti Fatonah,5,12/14/2021 13:34,Membatu mancari info tentang PLN
Dery Isza,5,12/14/2021 13:10,Sangat membantu
Poniran adiprayitno,5,12/14/2021 13:08,"Dengan adanya aplikasi PLN MOBILE sungguh sangat amat membantu didalam melakukan pelaporan dalam gangguan kerusakan maupun pembenahan tambahan daya,makasih"
Noviana Noviana,5,12/14/2021 12:53,Sangat membantu
Wildan syah,4,12/14/2021 12:49,"Penanganan nya bagus,respon nya juga cepat,semoga sehat selaluðŸ™"
Naira Naira,5,12/14/2021 12:46,PLN mobile terbaik
Dovi Dy,5,12/14/2021 12:25,Tadi nya laporan ga ada respon. Sekarang alhmdllh sudah diperbaiki.panas2 petugasnya manjat tiang.demi kepuasan pelanggan.ðŸ’ªðŸ½ðŸ’ªðŸ½ðŸ‘ðŸ½
Rahmi Rahmi,5,12/14/2021 12:17,PLN mobile terbaik
Titi Purwanti,5,12/14/2021 12:11,Sangat membantu
Fatchur Rohman,5,12/14/2021 12:08,Pln purwodadi mantap
Rama Dhan,5,12/14/2021 11:59,PLN mobile terbaik
Nazli Nazli,5,12/14/2021 11:55,PLN mobile mudah
Sarna Sawang,5,12/14/2021 11:42,Sangat membantu
tomi Andriansyah,3,12/14/2021 11:41,Sdh bagus...tapi beberapa informasi transaksi dll tidak jelas dan tidak ada kepastian...kyk masang togel...nunggu...dpt sukur gk dpt sukurin...tambah bintang nanti klo tambah baik...
Gusni Yawan,3,12/14/2021 11:27,Masih butuh perbaikan Saya tidak bisa merubah nomer telpon dan tidak bisa menambahkan kartu debit
Wiily Asuu,5,12/14/2021 11:27,Sangat membantu
Raga Silinapas,5,12/14/2021 11:24,PLN sangat membantu masyarakat
Ta Nia,5,12/14/2021 11:20,PLN mobile terbaik
Aank Kazama,5,12/14/2021 11:09,Sangat membatu
Rofi Maulana,5,12/14/2021 11:00,Pln mobile sangat bagus
Sunaryo 69,5,12/14/2021 10:52,Sangat membantu
Redy Nugroho,5,12/14/2021 10:51,Sangat membantu
Anggi Azizah,5,12/14/2021 10:35,Sangat membantu
Eko kristiawan,5,12/14/2021 10:34,Sangat membantu
KUS MOKO,5,12/14/2021 10:33,Bagus banget aplikasinya . Membantu kita semua terimakasih pln mobile mulai dari pembelian token. pembayaran tagihan listrik dan lain lain . Terimakasih pln mobile.
Hawan Voice,5,12/14/2021 10:31,"Wow pengalaman menarik hari ini,bisa bertemu dgn petugas PLN yg keren"
Inaya Izzatunnisa,5,12/14/2021 10:27,Sangat bermanfaat
naadd 0943,5,12/14/2021 10:26,"Aplikasi nya bagus, memudahkan orang untuk membayar token listrik, mengetahui perubahan daya, notifikasi padamnya listrik, bisa membaca meter mandiri dan infromasi kelistrikan lainnya"
saskia nabilla,5,12/14/2021 10:20,aplikasi ini sangat bagus dan berguna bagi kita semua
Arini Putri Najiha,5,12/14/2021 10:19,App nya bagus bgttðŸ‘ðŸ‘ Bikin semuanya jadi lebih mudah
Nayla Ayla,5,12/14/2021 10:19,Wow PLN mobile keren...buat semua jadi mudah dari rumah.kerenðŸ‘ðŸ‘ðŸ‘
Shofia Khalisa,5,12/14/2021 10:19,dengan PLN mobile semua semakin mudah
Yayank Nozomi,5,12/14/2021 10:19,"Aplikasi nya bagus, menarik. Sangat membantu saat keadaan darurat"
HanCogan,5,12/14/2021 10:18,Aplikasinya bagus
Dinda Trumon1234,5,12/14/2021 10:18,Pln mobile sangat berguna
allya nadya,5,12/14/2021 10:17,bagus sekali aplikasi nya
As Mawi,5,12/14/2021 10:16,Sangat membantu
Ari ari,5,12/14/2021 10:08,Mudah dan bagus
Margi Yanto,5,12/14/2021 9:13,Biar bijak pake aplikasi
update informasi bersama,1,12/14/2021 9:11,Saya upgrade akun udah kirim KTP amadi suruh fto gk terkonfrim konfrim pie to iki
Suwakrim,5,12/14/2021 8:39,Bagus aplikasi nya
Aulya Bilqis,5,12/14/2021 8:08,Sangat membantu
Franklin,1,12/14/2021 7:06,Semangat. Aplikasi & layanannya masih perlu ditingkatkan
Bambang Triyanto,3,12/14/2021 6:11,Tingkatkan yeris pelayanan PLN agar lebih baik lagi dan masyarakat semakin puas.....
Astuti Arifin,5,12/14/2021 5:59,Alhamdulillah bermanfaat
Yudi Wahyudi,5,12/14/2021 5:11,Sangat membantu dalam mengatasi masalah kelistrikan
Wilson Kisek,5,12/14/2021 4:27,pln membantu kehidupan saya
Para Ulama Indonesia,5,12/14/2021 2:38,"Untuk area WiFi di Jatibening dong di adaain, saya mau pasang.. Sentrakota Jatibening"
Arnovrianto Pekanbaru,5,12/14/2021 2:38,Keren dan mantap
JAC Squad,5,12/14/2021 1:21,"Muantap kali, gk ada satu jam petugas udah dateng, gk kecewa lah sama layanan PLN. Semangat terus yaðŸ˜Ž"
Tracker G1,1,12/14/2021 0:01,"Untuk lebih transparan, petugas dilengkapi dgn GPS real time, jadi tidak ada kebohongan pada lokasi petugas. Dalam aplikasi hanya bisa mengetahui operator (bukan regu petugas)"
bayu despriyanto,2,12/13/2021 22:58,"Harusnya di aplikasi ada menu pemberian reting pada layanan, di laporan aplikasi sudah nyala, nyata nya tidak, bahkan petugas menelpon pun tidak, mohon di tindak lanjuti agar layanan jadi lebih baik"
ardian sunarto,4,12/13/2021 21:57,"Di apk terbaru,dimana saya dapat menemukan riwayat tagihan di bulan bulan sebelumnya...?"
Ravelda Agusvami,5,12/13/2021 21:54,"Aplikasi yg sangat membantu..pelayanan cepat tanggap,masalah teratasi dalam waktu kurang lebih 10menit."
Bakul Gambar,5,12/13/2021 21:34,Baikbagus harga murah
JUPRIONO RIANTO,5,12/13/2021 21:29,"Cukup bermanfaat, sudah terbukti, di tunggu promo nya"
